mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
4.8,"110 km SSE of Ust’-Kamchatsk Staryy, Russia",1683780530377,1690053403040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kb16,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kb16&format=geojson,,,,,reviewed,0,354,us,6000kb16,",us6000kb16,",",us,",",origin,phase-data,",67.0,3.468,0.47,58.0,mb,earthquake,"M 4.8 - 110 km SSE of Ust’-Kamchatsk Staryy, Russia"
4.5,"Kermadec Islands, New Zealand",1683777919715,1690053444040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kcaf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kcaf&format=geojson,,,,,reviewed,0,312,us,6000kcaf,",us6000kcaf,",",us,",",origin,phase-data,",26.0,0.836,0.43,172.0,mb,earthquake,"M 4.5 - Kermadec Islands, New Zealand"
4.7,north of Svalbard,1683759507048,1690053401040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kb00,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kb00&format=geojson,,,,,reviewed,0,340,us,6000kb00,",us6000kb00,",",us,",",origin,phase-data,",114.0,8.395,0.63,31.0,mb,earthquake,M 4.7 - north of Svalbard
5.0,"87 km SSE of Isangel, Vanuatu",1683755604037,1690053401040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kazq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kazq&format=geojson,,,,,reviewed,0,385,us,6000kazq,",us6000kazq,",",us,",",origin,phase-data,",81.0,3.023,0.61,104.0,mb,earthquake,"M 5.0 - 87 km SSE of Isangel, Vanuatu"
4.6,"94 km WNW of Hihifo, Tonga",1683749615213,1690053442040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kc2h,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kc2h&format=geojson,,,,,reviewed,0,326,us,6000kc2h,",us6000kc2h,",",us,",",origin,phase-data,",37.0,3.636,1.18,56.0,mb,earthquake,"M 4.6 - 94 km WNW of Hihifo, Tonga"
5.2,"2 km NNW of Kamogawa, Japan",1683746202518,1690053399040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kayd,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kayd&format=geojson,113.0,5.6,,,reviewed,0,479,us,6000kayd,",us6000kayd,",",us,",",dyfi,impact-text,moment-tensor,origin,phase-data,",154.0,1.629,0.77,32.0,mwr,earthquake,"M 5.2 - 2 km NNW of Kamogawa, Japan"
4.8,"159 km SSW of Merizo Village, Guam",1683740612517,1690053399040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kaxq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kaxq&format=geojson,,,,,reviewed,0,354,us,6000kaxq,",us6000kaxq,",",us,",",origin,phase-data,",62.0,1.808,0.72,57.0,mb,earthquake,"M 4.8 - 159 km SSW of Merizo Village, Guam"
4.8,"95 km WNW of Kirakira, Solomon Islands",1683738096330,1690053398040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kaxe,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kaxe&format=geojson,,,,,reviewed,0,354,us,6000kaxe,",us6000kaxe,",",us,",",origin,phase-data,",96.0,1.338,0.64,99.0,mb,earthquake,"M 4.8 - 95 km WNW of Kirakira, Solomon Islands"
4.7,"98 km WNW of Hihifo, Tonga",1683736432247,1690053442040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kc2g,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kc2g&format=geojson,,,,,reviewed,0,340,us,6000kc2g,",us6000kc2g,",",us,",",origin,phase-data,",73.0,3.608,0.5,120.0,mb,earthquake,"M 4.7 - 98 km WNW of Hihifo, Tonga"
5.0,"74 km WNW of Hihifo, Tonga",1683736360070,1690053398040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kax1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kax1&format=geojson,,,,,reviewed,0,385,us,6000kax1,",us6000kax1,",",us,",",origin,phase-data,",107.0,3.827,0.98,51.0,mb,earthquake,"M 5.0 - 74 km WNW of Hihifo, Tonga"
4.7,"80 km WNW of Hihifo, Tonga",1683735219300,1690053443040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kc2y,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kc2y&format=geojson,,,,,reviewed,0,340,us,6000kc2y,",us6000kc2y,",",us,",",origin,phase-data,",21.0,4.002,0.52,58.0,mb,earthquake,"M 4.7 - 80 km WNW of Hihifo, Tonga"
4.8,"48 km WNW of Hihifo, Tonga",1683735096829,1705607760995,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kc2x,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kc2x&format=geojson,,,,,reviewed,0,354,us,6000kc2x,",us6000kc2x,",",us,",",earthquake-name,origin,phase-data,",22.0,3.853,0.92,109.0,mb,earthquake,"M 4.8 - 48 km WNW of Hihifo, Tonga"
7.6,"82 km WNW of Hihifo, Tonga",1683734520334,1690053397040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kawn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kawn&format=geojson,26.0,8.1,5.968,green,reviewed,1,910,us,6000kawn,",pt23130000,at00rug9vc,us6000kawn,usauto6000kawn,",",pt,at,us,usauto,",",dyfi,general-text,ground-failure,impact-link,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",380.0,3.744,0.7,15.0,mww,earthquake,"M 7.6 - 82 km WNW of Hihifo, Tonga"
4.5,south of the Kermadec Islands,1683725229579,1705607757681,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kc25,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kc25&format=geojson,,,,,reviewed,0,312,us,6000kc25,",us6000kc25,",",us,",",earthquake-name,origin,phase-data,",16.0,3.018,0.63,165.0,mb,earthquake,M 4.5 - south of the Kermadec Islands
4.8,south of the Fiji Islands,1683723641358,1690053397040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kauv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kauv&format=geojson,1.0,0.0,,,reviewed,0,354,us,6000kauv,",us6000kauv,",",us,",",dyfi,origin,phase-data,",107.0,4.125,0.8,76.0,mb,earthquake,M 4.8 - south of the Fiji Islands
4.9,"52 km NE of Anamizu, Japan",1683723288376,1705607754538,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kau6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kau6&format=geojson,1.0,2.7,,,reviewed,0,370,us,6000kau6,",us6000kau6,",",us,",",dyfi,earthquake-name,moment-tensor,origin,phase-data,",86.0,1.276,0.73,91.0,mww,earthquake,"M 4.9 - 52 km NE of Anamizu, Japan"
4.9,"124 km WSW of Labuan, Indonesia",1683715686869,1690053396040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000katt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000katt&format=geojson,,,,,reviewed,0,369,us,6000katt,",us6000katt,",",us,",",origin,phase-data,",58.0,2.891,1.29,71.0,mb,earthquake,"M 4.9 - 124 km WSW of Labuan, Indonesia"
4.6,"124 km W of Labuan, Indonesia",1683713012989,1690053441040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kc23,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kc23&format=geojson,,,,,reviewed,0,326,us,6000kc23,",us6000kc23,",",us,",",origin,phase-data,",19.0,2.785,0.75,114.0,mb,earthquake,"M 4.6 - 124 km W of Labuan, Indonesia"
4.7,"60 km SW of Campo Pesquero el Colorado, Mexico",1683710919770,1690053396040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000katj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000katj&format=geojson,1.0,1.0,,,reviewed,0,340,us,6000katj,",us6000katj,",",us,",",dyfi,origin,phase-data,",79.0,0.702,0.79,111.0,mb,earthquake,"M 4.7 - 60 km SW of Campo Pesquero el Colorado, Mexico"
4.6,Gulf of California,1683708932823,1690053396040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kate,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kate&format=geojson,,,,,reviewed,0,326,us,6000kate,",us6000kate,",",us,",",origin,phase-data,",70.0,0.609,1.25,102.0,mb,earthquake,M 4.6 - Gulf of California
4.9,"50 km SW of Campo Pesquero el Colorado, Mexico",1683708350874,1690053395040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kata,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kata&format=geojson,1.0,3.4,,,reviewed,0,370,us,6000kata,",us6000kata,",",us,",",dyfi,origin,phase-data,",172.0,0.596,0.68,106.0,mb,earthquake,"M 4.9 - 50 km SW of Campo Pesquero el Colorado, Mexico"
4.9,"57 km WSW of Campo Pesquero el Colorado, Mexico",1683702323641,1690053395040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kasv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kasv&format=geojson,5.0,4.8,,,reviewed,0,372,us,6000kasv,",us6000kasv,",",us,",",dyfi,origin,phase-data,",156.0,0.703,0.95,55.0,mb,earthquake,"M 4.9 - 57 km WSW of Campo Pesquero el Colorado, Mexico"
5.1,"115 km W of Labuan, Indonesia",1683692687542,1690053394040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kasa,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kasa&format=geojson,6.0,3.8,,,reviewed,0,402,us,6000kasa,",us6000kasa,",",us,",",dyfi,moment-tensor,origin,phase-data,",73.0,2.86,0.68,43.0,mww,earthquake,"M 5.1 - 115 km W of Labuan, Indonesia"
4.5,"26 km S of Bowangshan, China",1683679091455,1690053394040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000karq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000karq&format=geojson,,,,,reviewed,0,312,us,6000karq,",us6000karq,",",us,",",origin,phase-data,",63.0,4.462,0.45,76.0,mb,earthquake,"M 4.5 - 26 km S of Bowangshan, China"
5.0,"149 km SW of Merizo Village, Guam",1683671513192,1712097724913,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kaqw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kaqw&format=geojson,1.0,3.1,,,reviewed,0,385,us,6000kaqw,",us6000kaqw,",",us,",",dyfi,origin,phase-data,",116.0,1.722,0.48,47.0,mww,earthquake,"M 5.0 - 149 km SW of Merizo Village, Guam"
4.6,"98 km SW of Nabire, Indonesia",1683670888267,1690053428040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kbg2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kbg2&format=geojson,,,,,reviewed,0,326,us,6000kbg2,",us6000kbg2,",",us,",",origin,phase-data,",43.0,2.851,0.55,53.0,mb,earthquake,"M 4.6 - 98 km SW of Nabire, Indonesia"
4.8,"43 km NE of Anamizu, Japan",1683670477287,1690053392040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kaqu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kaqu&format=geojson,2.0,3.4,,,reviewed,0,355,us,6000kaqu,",us6000kaqu,",",us,",",dyfi,moment-tensor,origin,phase-data,",209.0,1.266,0.5,87.0,mww,earthquake,"M 4.8 - 43 km NE of Anamizu, Japan"
4.5,Indian Ocean Triple Junction,1683650616050,1690053427040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kbfv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kbfv&format=geojson,,,,,reviewed,0,312,us,6000kbfv,",us6000kbfv,",",us,",",origin,phase-data,",19.0,13.135,0.53,152.0,mb,earthquake,M 4.5 - Indian Ocean Triple Junction
4.5,"142 km E of Madang, Papua New Guinea",1683642346608,1690053391040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kamq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kamq&format=geojson,,,,,reviewed,0,312,us,6000kamq,",us6000kamq,",",us,",",origin,phase-data,",45.0,3.962,0.72,52.0,mb,earthquake,"M 4.5 - 142 km E of Madang, Papua New Guinea"
4.9,"59 km WSW of Unalaska, Alaska",1683641444667,1690053390040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kamj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kamj&format=geojson,6.0,6.7,3.634,,reviewed,0,373,us,6000kamj,",us6000kamj,ak0235xkq2uy,",",us,ak,",",dyfi,moment-tensor,origin,phase-data,shakemap,",161.0,0.288,0.63,48.0,mww,earthquake,"M 4.9 - 59 km WSW of Unalaska, Alaska"
4.5,"56 km ESE of Ozernovskiy, Russia",1683641345407,1690053391040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kamp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kamp&format=geojson,,,,,reviewed,0,312,us,6000kamp,",us6000kamp,",",us,",",origin,phase-data,",50.0,1.869,0.65,88.0,mb,earthquake,"M 4.5 - 56 km ESE of Ozernovskiy, Russia"
5.1,"109 km SW of Port Blair, India",1683639738282,1690053390040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kalp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kalp&format=geojson,2.0,2.2,,,reviewed,0,401,us,6000kalp,",us6000kalp,",",us,",",dyfi,origin,phase-data,",110.0,0.973,1.01,64.0,mb,earthquake,"M 5.1 - 109 km SW of Port Blair, India"
4.7,"160 km NE of Tual, Indonesia",1683636416334,1705607733481,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kakw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kakw&format=geojson,,,,,reviewed,0,340,us,6000kakw,",us6000kakw,",",us,",",earthquake-name,origin,phase-data,",41.0,2.411,0.4,133.0,mb,earthquake,"M 4.7 - 160 km NE of Tual, Indonesia"
4.5,"22 km NW of Rabaul, Papua New Guinea",1683631423556,1690053427040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kbfx,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kbfx&format=geojson,,,,,reviewed,0,312,us,6000kbfx,",us6000kbfx,",",us,",",origin,phase-data,",25.0,0.194,0.42,93.0,mb,earthquake,"M 4.5 - 22 km NW of Rabaul, Papua New Guinea"
4.5,"6 km NE of Tandag, Philippines",1683627338709,1690053426040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kbfp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kbfp&format=geojson,,,,,reviewed,0,312,us,6000kbfp,",us6000kbfp,",",us,",",origin,phase-data,",42.0,2.137,0.58,93.0,mb,earthquake,"M 4.5 - 6 km NE of Tandag, Philippines"
4.6,"97 km SSE of Ust’-Kamchatsk Staryy, Russia",1683621332541,1690053389040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kak7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kak7&format=geojson,,,,,reviewed,0,326,us,6000kak7,",us6000kak7,",",us,",",origin,phase-data,",85.0,3.594,0.75,71.0,mb,earthquake,"M 4.6 - 97 km SSE of Ust’-Kamchatsk Staryy, Russia"
4.7,southern Mid-Atlantic Ridge,1683617316800,1690053425040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kbfk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kbfk&format=geojson,,,,,reviewed,0,340,us,6000kbfk,",us6000kbfk,",",us,",",origin,phase-data,",24.0,19.992,0.83,130.0,mb,earthquake,M 4.7 - southern Mid-Atlantic Ridge
4.6,"16 km WNW of La Cruz, Costa Rica",1683599288614,1690053388040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kaim,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kaim&format=geojson,7.0,4.2,,,reviewed,0,328,us,6000kaim,",us6000kaim,",",us,",",dyfi,origin,phase-data,",72.0,0.507,0.61,80.0,mb,earthquake,"M 4.6 - 16 km WNW of La Cruz, Costa Rica"
4.6,"151 km SE of Kirakira, Solomon Islands",1683595410817,1690053387040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kaib,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kaib&format=geojson,,,,,reviewed,0,326,us,6000kaib,",us6000kaib,",",us,",",origin,phase-data,",43.0,3.51,0.71,61.0,mb,earthquake,"M 4.6 - 151 km SE of Kirakira, Solomon Islands"
4.5,"125 km NE of Bitung, Indonesia",1683591205956,1690053387040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kai1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kai1&format=geojson,,,,,reviewed,0,312,us,6000kai1,",us6000kai1,",",us,",",origin,phase-data,",73.0,1.975,0.61,98.0,mb,earthquake,"M 4.5 - 125 km NE of Bitung, Indonesia"
4.5,eastern Turkey,1683577234789,1690053386040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kagp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kagp&format=geojson,1.0,2.0,,,reviewed,0,312,us,6000kagp,",us6000kagp,",",us,",",dyfi,origin,phase-data,",106.0,0.669,0.94,24.0,mb,earthquake,M 4.5 - eastern Turkey
4.9,"47 km NE of Anamizu, Japan",1683576857486,1690053386040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kagl,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kagl&format=geojson,1.0,1.0,,,reviewed,0,369,us,6000kagl,",us6000kagl,",",us,",",dyfi,origin,phase-data,",87.0,1.2,0.65,53.0,mb,earthquake,"M 4.9 - 47 km NE of Anamizu, Japan"
4.7,"37 km N of Dicabisagan, Philippines",1683566020068,1690053385040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kaff,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kaff&format=geojson,,,,,reviewed,0,340,us,6000kaff,",us6000kaff,",",us,",",origin,phase-data,",70.0,5.51,1.03,109.0,mb,earthquake,"M 4.7 - 37 km N of Dicabisagan, Philippines"
4.7,Kermadec Islands region,1683564927892,1705607723730,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kbeu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kbeu&format=geojson,,,,,reviewed,0,340,us,6000kbeu,",us6000kbeu,",",us,",",earthquake-name,origin,phase-data,",15.0,1.506,0.57,138.0,mb,earthquake,M 4.7 - Kermadec Islands region
4.7,"82 km SSE of Mwinilunga, Zambia",1683561904245,1690053385040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kaf2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kaf2&format=geojson,2.0,4.1,,,reviewed,0,341,us,6000kaf2,",us6000kaf2,",",us,",",dyfi,origin,phase-data,",72.0,4.428,0.55,55.0,mb,earthquake,"M 4.7 - 82 km SSE of Mwinilunga, Zambia"
4.5,"87 km ESE of Adak, Alaska",1683557648849,1690053384040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kadz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kadz&format=geojson,,,1.499,,reviewed,0,312,us,6000kadz,",ak0235vxg2xu,us6000kadz,",",ak,us,",",origin,phase-data,shakemap,",131.0,0.534,0.62,112.0,mb,earthquake,"M 4.5 - 87 km ESE of Adak, Alaska"
5.1,"63 km NNE of Kolonga, Tonga",1683555271744,1690053384040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kadq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kadq&format=geojson,5.0,4.6,,,reviewed,0,402,us,6000kadq,",us6000kadq,",",us,",",dyfi,moment-tensor,origin,phase-data,",54.0,0.66,1.0,59.0,mww,earthquake,"M 5.1 - 63 km NNE of Kolonga, Tonga"
4.9,"40 km NW of Yonakuni, Japan",1683537791086,1690053382040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kaca,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kaca&format=geojson,,,,,reviewed,0,369,us,6000kaca,",us6000kaca,",",us,",",origin,phase-data,",107.0,0.373,0.83,58.0,mb,earthquake,"M 4.9 - 40 km NW of Yonakuni, Japan"
4.6,"Off the coast of Aisen, Chile",1683533688871,1690053382040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kac3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kac3&format=geojson,,,,,reviewed,0,326,us,6000kac3,",us6000kac3,",",us,",",origin,phase-data,",19.0,3.222,0.63,157.0,mb,earthquake,"M 4.6 - Off the coast of Aisen, Chile"
4.6,"56 km ESE of Ambunti, Papua New Guinea",1683527902950,1690053382040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kabw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kabw&format=geojson,,,,,reviewed,0,326,us,6000kabw,",us6000kabw,",",us,",",origin,phase-data,",63.0,3.193,0.46,79.0,mb,earthquake,"M 4.6 - 56 km ESE of Ambunti, Papua New Guinea"
5.9,southern East Pacific Rise,1683525735751,1690053382040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kabr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kabr&format=geojson,,,0.0,green,reviewed,0,536,us,6000kabr,",us6000kabr,usauto6000kabr,",",us,usauto,",",earthquake-name,internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",119.0,28.646,0.43,36.0,mww,earthquake,M 5.9 - southern East Pacific Rise
4.6,Owen Fracture Zone region,1683518604696,1690053381040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kabb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kabb&format=geojson,,,,,reviewed,0,326,us,6000kabb,",us6000kabb,",",us,",",origin,phase-data,",101.0,11.992,0.59,100.0,mb,earthquake,M 4.6 - Owen Fracture Zone region
4.8,southern East Pacific Rise,1683517946231,1705607717396,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kbea,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kbea&format=geojson,,,,,reviewed,0,354,us,6000kbea,",us6000kbea,",",us,",",earthquake-name,origin,phase-data,",19.0,31.928,0.74,41.0,mb,earthquake,M 4.8 - southern East Pacific Rise
4.6,southern East Pacific Rise,1683517417871,1690053422040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kbe9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kbe9&format=geojson,,,,,reviewed,0,326,us,6000kbe9,",us6000kbe9,",",us,",",origin,phase-data,",12.0,28.93,0.94,82.0,mb,earthquake,M 4.6 - southern East Pacific Rise
4.5,"135 km ESE of Pondaguitan, Philippines",1683514624529,1690053422040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kbe8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kbe8&format=geojson,,,,,reviewed,0,312,us,6000kbe8,",us6000kbe8,",",us,",",origin,phase-data,",34.0,2.109,0.7,122.0,mb,earthquake,"M 4.5 - 135 km ESE of Pondaguitan, Philippines"
5.2,"8 km W of Azogues, Ecuador",1683507115882,1718771733514,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kaam,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kaam&format=geojson,25.0,4.6,,,reviewed,0,428,us,6000kaam,",us6000kaam,",",us,",",dyfi,moment-tensor,origin,phase-data,",125.0,1.25,0.66,39.0,mww,earthquake,"M 5.2 - 8 km W of Azogues, Ecuador"
4.5,south of the Fiji Islands,1683504167706,1690053422040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kbe6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kbe6&format=geojson,,,,,reviewed,0,312,us,6000kbe6,",us6000kbe6,",",us,",",origin,phase-data,",36.0,3.449,0.58,134.0,mb,earthquake,M 4.5 - south of the Fiji Islands
4.6,"Kermadec Islands, New Zealand",1683500633778,1690053409040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kb5p,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kb5p&format=geojson,,,,,reviewed,0,326,us,6000kb5p,",us6000kb5p,",",us,",",origin,phase-data,",26.0,0.797,0.83,109.0,mb,earthquake,"M 4.6 - Kermadec Islands, New Zealand"
4.9,"125 km ESE of Bitung, Indonesia",1683496707114,1690053379040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000ka9r,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000ka9r&format=geojson,,,,,reviewed,0,369,us,6000ka9r,",us6000ka9r,",",us,",",origin,phase-data,",135.0,1.249,0.59,42.0,mb,earthquake,"M 4.9 - 125 km ESE of Bitung, Indonesia"
4.6,south of the Fiji Islands,1683496385444,1690053379040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000ka9m,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000ka9m&format=geojson,,,,,reviewed,0,326,us,6000ka9m,",us6000ka9m,",",us,",",origin,phase-data,",67.0,5.172,0.63,46.0,mb,earthquake,M 4.6 - south of the Fiji Islands
4.7,"129 km ESE of Bitung, Indonesia",1683474514069,1690053378040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000ka8q,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000ka8q&format=geojson,,,,,reviewed,0,340,us,6000ka8q,",us6000ka8q,",",us,",",origin,phase-data,",43.0,1.244,1.1,62.0,mb,earthquake,"M 4.7 - 129 km ESE of Bitung, Indonesia"
5.2,"45 km NNW of Dicabisagan, Philippines",1683459381892,1690053377040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000ka7b,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000ka7b&format=geojson,4.0,5.8,,,reviewed,0,418,us,6000ka7b,",us6000ka7b,usauto6000ka7b,",",us,usauto,",",dyfi,internal-moment-tensor,origin,phase-data,",110.0,5.43,0.51,41.0,mww,earthquake,"M 5.2 - 45 km NNW of Dicabisagan, Philippines"
4.7,"0 km SSE of Serinyol, Turkey",1683448568971,1690053377040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000ka6g,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000ka6g&format=geojson,4.0,3.8,,,reviewed,0,341,us,6000ka6g,",us6000ka6g,",",us,",",dyfi,moment-tensor,origin,phase-data,",129.0,1.14,0.5,47.0,mwr,earthquake,"M 4.7 - 0 km SSE of Serinyol, Turkey"
5.2,"6 km NNW of Taltal, Chile",1683440941051,1690053376040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000ka60,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000ka60&format=geojson,1.0,3.1,,,reviewed,0,416,us,6000ka60,",us6000ka60,usauto6000ka60,",",us,usauto,",",dyfi,internal-moment-tensor,moment-tensor,origin,phase-data,",95.0,0.732,0.73,99.0,mww,earthquake,"M 5.2 - 6 km NNW of Taltal, Chile"
4.5,"31 km SSW of Merizo Village, Guam",1683427198456,1690053375040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000ka5e,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000ka5e&format=geojson,2.0,2.7,,,reviewed,0,312,us,6000ka5e,",us6000ka5e,",",us,",",dyfi,origin,phase-data,",30.0,0.657,0.47,93.0,mb,earthquake,"M 4.5 - 31 km SSW of Merizo Village, Guam"
